ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
8035.T,TOKYO ELECTRON,JP,68000.0,7.26,14.38,1.52,6095240,4016975,0.0,5日急騰 +14.4% / 単日急騰 +7.3% / 新高値圏,3,2026-06-13 23:02,True
7735.T,SCREEN HOLDINGS CO LTD,JP,13945.0,7.35,10.41,1.18,3129100,2659700,0.0,5日急騰 +10.4% / 単日急騰 +7.4% / 新高値圏,3,2026-06-13 23:02,False
6146.T,DISCO CORPORATION,JP,79900.0,14.09,10.09,1.16,2095260,1807365,0.0,5日急騰 +10.1% / 単日急騰 +14.1% / 新高値圏,3,2026-06-13 23:02,True
KLAC,KLA Corporation,US,254.5399932861328,5.55,31.94,1.29,14361120,11150530,0.0,5日急騰 +31.9% / 新高値圏,2,2026-06-13 23:02,True
AMAT,"Applied Materials, Inc.",US,567.25,2.64,25.22,1.24,10667180,8611050,0.0,5日急騰 +25.2% / 新高値圏,2,2026-06-13 23:02,True
LRCX,Lam Research Corporation,US,366.80999755859375,1.18,20.95,1.28,12851540,10056150,0.0,5日急騰 +20.9% / 新高値圏,2,2026-06-13 23:02,True
2801.T,KIKKOMAN CORP,JP,1629.0,2.39,13.36,1.33,6596480,4960305,0.0,5日急騰 +13.4% / 新高値圏,2,2026-06-13 23:02,True
ARM,Arm Holdings plc,US,380.80999755859375,11.27,11.05,0.86,11167360,12947505,-7.53,5日急騰 +11.0% / 単日急騰 +11.3%,2,2026-06-13 23:02,True
285A.T,KIOXIA HOLDINGS CORPORATION,JP,81200.0,7.64,3.92,1.08,41456860,38280540,0.0,単日急騰 +7.6% / 新高値圏,2,2026-06-13 23:02,False
INTC,Intel Corporation,US,124.56999969482422,6.51,25.61,1.15,149770040,130172290,-3.76,5日急騰 +25.6%,1,2026-06-13 23:02,True
MU,"Micron Technology, Inc.",US,981.6099853515625,-1.43,13.61,1.02,56692620,55337865,-9.07,5日急騰 +13.6%,1,2026-06-13 23:02,True
9433.T,KDDI CORPORATION,JP,2769.0,0.42,4.43,1.01,9538820,9452405,-0.4,新高値圏,1,2026-06-13 23:02,True
6920.T,LASERTEC CORP,JP,44000.0,9.45,4.31,1.01,2972580,2956445,-3.87,単日急騰 +9.5%,1,2026-06-13 23:02,True
GD,General Dynamics Corporation,US,360.2200012207031,0.38,3.98,1.13,1151560,1022805,0.0,新高値圏,1,2026-06-13 23:02,False
JNJ,Johnson & Johnson,US,240.8699951171875,1.07,3.48,0.97,7624540,7861870,-0.89,新高値圏,1,2026-06-13 23:02,False
8316.T,SUMITOMO MITSUI FINANCIAL GROUP,JP,6406.0,3.27,2.83,1.18,18588280,15719530,0.0,新高値圏,1,2026-06-13 23:02,True
RIVN,"Rivian Automotive, Inc.",US,16.760000228881836,7.85,2.51,0.86,29667420,34625155,-8.26,単日急騰 +7.9%,1,2026-06-13 23:02,True
UNH,UnitedHealth Group Incorporated,US,408.5199890136719,0.73,2.27,0.96,6853800,7105670,-1.08,新高値圏,1,2026-06-13 23:02,False
6857.T,ADVANTEST CORP,JP,27325.0,8.54,2.09,1.05,8931400,8545320,-13.25,単日急騰 +8.5%,1,2026-06-13 23:02,True
ABBV,AbbVie Inc.,US,227.72999572753906,1.32,0.22,0.83,4394780,5278515,0.0,新高値圏,1,2026-06-13 23:02,True
EA,Electronic Arts Inc.,US,203.27000427246094,0.11,0.13,0.8,1541740,1919365,-0.34,新高値圏,1,2026-06-13 23:02,True
8306.T,MITSUBISHI UFJ FINANCIAL GROUP ,JP,3162.0,0.67,-1.77,1.06,50109960,47488950,-1.77,新高値圏,1,2026-06-13 23:02,True
8411.T,MIZUHO FINANCIAL GROUP,JP,7563.0,2.29,-1.98,0.91,11337860,12523985,-1.98,新高値圏,1,2026-06-13 23:02,True
